 BPM, POPULARITY,AUTHOR,AUTHOR (2),COMPOSER,DATE,DIRECTOR,LYRICS,ORCHESTRA,SINGER,SOLOIST,TITLE,URL
,,Héctor Marcó,,Carlos Di Sarli,1953-10-30,,"Porteño y bailarín, me hiciste tango, como soy:
Romántico y dulzón...
Me inspira tu violín, me arrastra el alma de tu compás,
me arrulla el bandoneón...
Melancólica casita, suspirando amor,
le di en tus puertas mi querer,
y en tu criolla ventanita recostada al sol,
rompió mis cuerdas el ayer.
Todo mi drama está en tu voz,
manos en adiós,
labios en carmín...
Por ella y por su amor me hiciste tango, como soy:
¡Porteño y bailarín!

Qué importa el sueño,
que a mis pupilas roban,
las mentidas horas
de bailar sin calma.
¡Qué importa el miedo
de dar la vida!
Si encontrara el beso,
que me pide el alma.
Hoy se que fueron
Tangos, amor y copas,
Golondrinas locas,
en mi corazón.

Porteño y bailarín, resuena tango... que en tu voz
hoy vivo un novelón.
Su aliento vuelve a mi como esa noche que abracé,
su tierno corazón...
Mlancólica casita de cristal y azul,
si a preguntar vuelve una vez,
en tu criolla ventanita transformada en cruz,
decile cuánto la loré.
Una guitarra, un bordonear,
sueños y cantar...
¡Todo se llevó!
Porteño y bailarín, me hiciste tango, como soy,
romántico y dulzón...",Carlos DI SARLI,Mario Pomar,,Porteño y bailarín (TANGO),https://www.el-recodo.com/music?id=02412&lang=en
,,Enrique Cadícamo,,Juan Carlos Cobián,1940-10-08,,"Toda la calle Florida lo vio
con sus polainas, galera y bastón...

Dicen que fue, allá por su juventud,
un gran Don Juan del Buenos Aires de ayer.
Engalanó la puerta del Jockey Club
y en el ojal siempre llevaba un clavel.

Toda la calle Florida lo vio
con sus polainas, galera y bastón.

Apellido distinguido,
gran señor en las reuniones, 
por las damas suspiraba
y conquistaba
sus corazones.
Y en las tardes de Palermo
en su coche se paseaba
y en procura de un encuentro
iba el porteño
conquistador.

Ah, tiempos del Petit Salón...
Cuánta locura juvenil...
Ah, tiempo de la 
sección Champán Tango
del 'Armenonville'.

Todo pasó como un fugaz
instante lleno de emoción...
Hoy sólo quedan
recuerdos de tu corazón...

Toda la calle Florida lo vio
con sus polainas, galera y bastón.",Carlos DI SARLI,Instrumental,,Shusheta (El aristócrata) (TANGO),https://www.el-recodo.com/music?id=02413&lang=en
,,,,Alberto López Buchardo,1951-09-05,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Carlos DI SARLI,Instrumental,,Germaine (TANGO),https://www.el-recodo.com/music?id=02414&lang=en
,,Carlos Waiss,,Armando Lacava y Juan Pomati,1945-07-05,,"Un tango más, un gorrión de barrio viejo
llega moliendo su cruel desilusión.
Rodando van los recuerdos de mi vida,
mi vida gris que no tiene ya canción.
Dónde estarán los que fueron compañeros,
mi amor primero de un claro anochecer,
y ese silbido llamando de la esquina
hacia el calor de aquel viejo café.

Quién sabe dónde está
lo que perdí, loco de afán.
Del tiempo que pasó
sólo quedó un tango más.
Tan sólo un tango más que trae
fracaso de no ser,
cansancio de mi andar.
La vida que al rodar, sólo dejó,
un tango y nada más.

Un tango más, un gorrión de barrio viejo
tiembla en la sombra doliente del ayer.
Un tango más, y el juguete de la luna
vuelve a mentir en el triste anochecer.
Mi juventud la quemé en la cruz viajera
en la quimera de andar, siempre de andar.
Buscan mis ansias calor de primavera
y sólo hay un tango y nada más.",Carlos DI SARLI,Jorge Duran,,Un tango y nada mas (TANGO),https://www.el-recodo.com/music?id=02415&lang=en
,,Angel Villoldo,,Enrique Saborido,1954-09-28,,"Yo soy la morocha,
la más agraciada,
la más renombrada
de esta población.
Soy la que al paisano
muy de madrugada
brinda un cimarrón.

Yo, con dulce acento,
junto a mi ranchito,
canto un estilito
con tierna pasión,
mientras que mi dueño
sale al trotecito
en su redomón.

Soy la morocha argentina,
la que no siente pesares
y alegre pasa la vida
con sus cantares.
Soy la gentil compañera
del noble gaucho porteño,
la que conserva el cariño
para su dueño.

Yo soy la morocha
de mirar ardiente,
la que en su alma siente
el fuego de amor.
Soy la que al criollito
más noble y valiente
ama con ardor.

En mi amado rancho,
bajo la enramada,
en noche plateada,
con dulce emoción,
le canto al pampero,
a mi patria amada
y a mi fiel amor.

Soy la morocha argentina,
la que no siente pesares
y alegre pasa la vida
con sus cantares.
Soy la gentil compañera
del noble gaucho porteño,
la que conserva el cariño
para su dueño.",Carlos DI SARLI,Instrumental,,La morocha (TANGO),https://www.el-recodo.com/music?id=02416&lang=en
,,Roberto Lambertucci,,Enrique Munné,1953-11-00,,"¿Dónde estarás viejo amor?...
¿Dónde estarás corazón?...
Me arrepiento por el mal que te he causado,
soy culpable de tus penas.
Reconozco que eras buena,
que me diste el corazón
con un amor puro y santo,
y que ciego y sin razón
llevé tus sueños al martirio y al quebranto.
En este gris divagar
hoy que te quiero y no estás,
te extraño más...

En el viento va prendida mi emoción
silbando la canción más triste...
Y al llegar a mi ventana
se hacen noches las mañanas
más tempranas de aquel sueño feliz...
¡Por qué la perdí!...
Si pudimos compartir
la alegría de vivir,
de vivir feliz la vida...
Y es por eso que hoy quisiera redimir
el sueño que no presentí.

Solloza el viento otoñal...
Golpeando en mi ventanal...
Si supieras cuánto extraño tus consejos,
me hacen falta tus caricias,
tus palabras... tu sonrisa,
porque huérfano de amor
me siento viejo y cansado
y acrecientan mi dolor
remordimientos que recuerdan el pasado.
En su latir, compasión
repite mi corazón.
¡Perdón!... ¡Perdón!...",Carlos DI SARLI,Oscar Serpa,,La cancion mas triste (TANGO),https://www.el-recodo.com/music?id=02417&lang=en
,,Francisco Bohigas,,Francisco Pracánico,1941-10-03,,"Desorientao...
Rota la fe,
En el calvario de mi vida te encontré,
Y en mi tremenda soledad
Tu amor fue como un sol
Que iluminó mi eterna oscuridad...
Volví a vivir...
Volví a soñar...
Por ti mi copa de amargura se endulzó,
Y ante el embrujo pasional
De tu alma de cristal,
Mi infierno en un edén se transformó.

El cielo en tus ojos
Yo vi, amada mía,
Y desde ese día
En tu amor confié.
El cielo en tus ojos
Me habló de alegrías...
Me habló de ternuras...
Me dio valentía...
El cielo en tus ojos
Rehizo mi fe...!

Hoy soy feliz...
Por ti, mujer,
Milagro amante que ahuyentó mi padecer,
En ti bendigo la bondad
Que es todo corazón
Orgullo de cariño y de lealtad.
Por tu querer
Más creo en Dios,
Tú eres la fuerza que me impulsa a proseguir
Por esta senda de dolor,
En donde, por tu amor
Se aumenta mi ansia loca de vivir.",Carlos DI SARLI,Roberto Rufino,,El cielo en tus ojos (TANGO),https://www.el-recodo.com/music?id=02418&lang=en
,,Alejandro Romay,,Roberto Rufino,1957-07-12,,"En la tarde gris del sinsabor
te vi partir
sufrida y buena.
Y en aquel instante comprendí
todo el horror de tu condena.
Vida...
yo no sé en qué abismo me perdí
para vivir así.

Pena...
de sentir lo que vale tu amor.
Tarde...
cuando el vicio de mí te alejó.
Llanto...
que es un canto por ti
con destino de flor,
perfumar y morir.

Novia mía...
se retira vencido el alcohol.
Oye...
la plegaria de mi corazón.
Mira...
hoy la tarde es feliz
y el cielo se desangra por ti.",Carlos DI SARLI,Roberto Florio,,Destino de flor (TANGO),https://www.el-recodo.com/music?id=02419&lang=en
,,Gabino Coria Peñaloza,,Juan de Dios Filiberto,1953-10-30,,"Caminito que el tiempo ha borrado,
que juntos un día nos viste pasar,
he venido por última vez,
he venido a contarte mi mal.

Caminito que entonces estabas
bordado de trébol y juncos en flor,
una sombra ya pronto serás,
una sombra lo mismo que yo.

Desde que se fue
triste vivo yo,
caminito amigo,
yo también me voy.

Desde que se fue
nunca más volvió.
Seguiré sus pasos...
Caminito, adiós.

Caminito que todas las tardes
feliz recorría cantando mi amor,
no le digas, si vuelve a pasar,
que mi llanto tu suelo regó.

Caminito cubierto de cardos,
la mano del tiempo tu huella borró...
Yo a tu lado quisiera caer
y que el tiempo nos mate a los dos.",Carlos DI SARLI,Oscar Serpa,,Caminito (TANGO),https://www.el-recodo.com/music?id=02420&lang=en
,,Horacio Sanguinetti,,Ernesto de la Cruz,1953-04-21,,"Sopla el viento verde
En la cubierta del barco y en el alma,
Y en las noches, si hace calma
Me habla siempre de su amor.

Sopla el viento verde
En altamar cuando hay luna,
Jugueteando con la espuma
Me dibuja su visión.

Tormenta, fue aquel amor de mi vida
En donde, naufragó mi corazón,
El viento, apenas se hacen las ondas,
Con su voz de triste alondra
Me la trae en su cantar.

El viento, si llueve, llora y la nombra
El viento, el viento verde del mar.

Sopla el viento verde
También sus ojos rasgados,
Lo que nunca yo he olvidado
Eran verdes, como el mar.",Carlos DI SARLI,Oscar Serpa,,Viento verde (TANGO),https://www.el-recodo.com/music?id=02421&lang=en
,,Alejandro Gutiérrez del Barrio,,Mauricio Saiovich,1929-12-31,,"En aquella calle
Que él también amó,
Y a su linda mina,
De costado en una esquina
Muchas veces esperó.

Y cerró los ojos
Para ver mejor,
El lejano día,
En que él creía
En el amor.",Carlos DI SARLI,Santiago Devincenzi,,Campaneando (TANGO),https://www.el-recodo.com/music?id=02422&lang=en
,,Héctor Marcó,,Carlos Di Sarli,1952-10-06,,"No has visto allá en el campo,
morir aprisionada
bajo tu pie una margarita
y alzar el nuevo día,
crecer tras de tu paso
otra cual sol de mañanita.
Lo mismo es mi cariño
con el que tu has deshecho,
remosaré mi corazón
y ya veras como en mi pecho
de un rosal que muere
brota una flor.

Donde termina un amor otro empieza,
dice un proverbio de páginas viejas.
Y en nuestro corazón ya verás,
todo el ayer florecerá.
Si cuatro vidas alcanzarate Dios,
en cuatro vidas te amaría
y cuando junte en la agonía de este amor
mis manos en cruz,
no dejaré este mundo
si a mis pupilas no cierras tu.",Carlos DI SARLI,Oscar Serpa,,Cuatro vidas (TANGO),https://www.el-recodo.com/music?id=02423&lang=en
,,Angel Villoldo,Enrique Santos Discepolo y Juan Carlos Marambio Catan,Angel Villoldo,1953-12-00,,"Vieja milonga 
que en mi horas de tristeza, 
traes a mi mente 
tu recuerdo cariñoso 
y encadenandome a tus notas.
Dulcemente, 
siento que el alma 
se me encoje poco a poco.

Hoy que los años 
han blanqueado ya mis sienes, 
tango querido, 
viejo tango que me embarga, 
con la cadencia 
de su musica sentida, 
recuerdo aquella epoca, 
tan linda que se fue.",Carlos DI SARLI,Instrumental,,El choclo (TANGO),https://www.el-recodo.com/music?id=02424&lang=en
,,Enrique Santos Discépolo,,Enrique Santos Discépolo,1929-03-01,,"Soy un arlequín,
un arlequín que canta y baila
para ocultar
su corazón lleno de pena.
Me clavó en la cruz
tu folletín de Magdalena
porque soñé
que era Jesús y te salvaba.
Me engañó tu voz,
tu llorar de arrepentida sin perdón
Eras mujer... ¡Pensé en mi madre
y me clavé!
Viví en tu amor una esperanza
la inútil ansia de tu salvación.
¡Perdonáme si fui bueno!
Si no sé más que sufrir.
Si he vivido entre las risas
por quererte redimir.
¡Cuánto dolor que hace reír!",Carlos DI SARLI,Instrumental,,Soy un arlequín (TANGO),https://www.el-recodo.com/music?id=02425&lang=en
,,Héctor Marcó,,Alfredo Cucci,1946-08-29,,"En mis primeras horas
de ardientes esperanzas,
allí donde la vida
nos da el primer sopor.
Un nombre murmuré,
un beso idolatré,
en él estabas tú
con la risa del adiós.

No sé si por ser bueno,
no sé si por ser malo,
o acaso por castigo
la vida te alejó.
Mas sé que de esa flor
de mi primer amor,
el libro de mi alma
sus pétalos guardó.

Hoy, tal vez, ni te acuerdes de mí
los días al pasar
nos hacen olvidar así,
pero hay horas divinas
que no se olvidan,
horas que me hablan de ti.

Hoy, tal vez, ni te acuerdes de mí
no hay nada bajo el sol
más volátil que el amor, quizás,
pero aquel que en mi pecho
prendió tu pecho,
ese no morirá.",Carlos DI SARLI,Jorge Duran,,Acuérdate de mi (VALS),https://www.el-recodo.com/music?id=02426&lang=en
,,Juan Velich,,Vicente Greco,1956-02-23,,"Llora mi corazón
en el silencio del arrabal
al ver que todo cambiado está.
Honda recordación
del romancesco pasado aquel
que tanto amé.

Adiós, Rodríguez Peña de mi alegre juventud.
Rincón que al evocar me acerca al tierno bien
que fuera como un astro del hermoso ensueño azul
que en mi rodar incierto no olvidé
y mi tango que se hermana con mi gran sentir
suspira al comprender que ya no volverán
las tardes y las noches que contento compartí
con los muchachos de ese tiempo ideal.

Tango de mis glorias,
que repito con mi fiel canción,
tango que sonriendo
con mi diosa lo bailé.
Quiero, tango lindo,
que me arrulles con tu dulce voz,
como aquellos días
venturosos del ayer.",Carlos DI SARLI,Instrumental,,Rodriguez Peña (TANGO),https://www.el-recodo.com/music?id=02427&lang=en
,,Rodolfo Sciammarella,,Rodolfo Sciammarella,1944-04-13,,"Otra noche que estoy solo,
llorando mi mala estrella.
Otra noche de amargura,
otra noche de tortura.
¡Otra noche más sin ella!
¿Cuándo acaba esta congoja?,
me pregunta el corazón.
Y yo lo estoy engañando
porque sé que está esperando
inútilmente su amor.

No niego
que más que antes la quiero.
Que por verla y por hablarla
de ansiedad me desespero.
La noche
que siempre fue tan amiga
porque ya no estoy con ella
hoy se ha vuelto mi enemiga.
Luz de luna, luz de estrellas,
que alumbraban mi soñar.
Hoy hay sombras y más sombras
en mi triste soledad.

Otra noche que estoy solo
llorando mi mala estrella.
Otra noche que me pierdo
en la fiebre del recuerdo.
¡Otra noche más sin ella!
¿Cuándo acaba esta congoja?,
me pregunta el corazón...
Y yo lo estoy engañando
porque sé que está esperando
inútilmente su amor.",Carlos DI SARLI,Alberto Podestá,,Otra noche (TANGO),https://www.el-recodo.com/music?id=02428&lang=en
,,,,Alberto López Buchardo,1941-07-16,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Carlos DI SARLI,Instrumental,,Germaine (TANGO),https://www.el-recodo.com/music?id=02429&lang=en
,,Antonio Polito,,Ángel Villoldo,1953-12-00,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Carlos DI SARLI,Instrumental,,Una fija (TANGO),https://www.el-recodo.com/music?id=02430&lang=en
,,Luis Rubistein,,Francisco Pracánico,1943-05-05,,"Removiendo fotos en mi corazón
Tu imagen sin igual,
Llenó mi vida.
¿Qué recodo de camino
hizo pausa en tu destino?
Si supiera dónde hallarte,
Te buscaría
Para besarte...
Y esa noche
Habrá en mi corazón
En vez de sombra y mal,
La luz de una canción
Sentimental.

Si tú quisieras
Parar el tiempo,
Si tú quisieras
Volver sonriendo...
No hablar de aquel adiós
Sin fe,
Vivir de nuevo.
Besar tus ojos
Llenos de sueños
Igual que ayer.

Tiempo ni distancia
No podrán jamás
Hacernos olvidar
Nuestro romance.

Sé que hay brumas en tus ojos
Que tus sueños
Son despojos,
Que mi alma va a encontrarte,
No sé qué noche
Para besarte.
Y esa noche
Habrá en mi corazón
En vez de sombra y mal,
La luz de una canción
Sentimental.",Carlos DI SARLI,Roberto Rufino,,Si tú quisieras (TANGO),https://www.el-recodo.com/music?id=02431&lang=en
,,Héctor Marcó,,Carlos Di Sarli,1953-06-26,,"En la capilla blanca
de un pueblo provinciano,
muy junto a un arroyuelo de cristal,
me hincaban a rezar
tus manos...
Tus manos que encendían
mi corazón de niño.
Y al pie de un Santo Cristo,
las aguas del cariño
me dabas de beber.

Feliz nos vio la luna
bajar por la montaña,
siguiendo las estrellas,
bebiendo entre tus cabras,
un ánfora de amor...
Y hoy son aves oscuras
esas tímidas campanas
que doblan a lo lejos
el toque de oración.
Tu voz murió en el río,
y en la capilla blanca,
quedó un lugar vacío
¡Vacío como el alma
de los dos...!

En la capilla blanca
de un pueblo provinciano,
muy junto a un arroyuelo de cristal,
presiento sollozar
tus labios...
Y cuando con sus duendes
la noche se despierta
al pie de Santo Cristo,
habrá una rosa muerta,
¡que ruega por los dos!",Carlos DI SARLI,Mario Pomar,,La capilla blanca (TANGO),https://www.el-recodo.com/music?id=02432&lang=en
,,,,Rosendo Mendizábal,1954-09-08,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Carlos DI SARLI,Instrumental,,Don José María (TANGO),https://www.el-recodo.com/music?id=02433&lang=en
,,Roberto Lino Cayol,Carlos Waiss,Arturo De Bassi,1951-05-12,,"A mi me llaman El Caburé
porque soy
un tipo que me hago temer
donde voy
y a más yo tengo la virtud
de poder amar
la palomita más gentil
que quiera amar.

Por eso me han de ver salir
con afán
en cuanto empieza a anochecer
sin temor
y al extender mis anchas alas
hago galas de un sentido amor.

Cuando mi canción entono
no hay mujer
que pueda retener
el ansia de querer amar
sin que la presa
pueda escapar,
pues con mirarla,
nada más,
la encanto
con sagaz empeño
de aspirar su amor,
como quien busca
en los jardines de la vida
la más perfumada flor.
Todos envidian
las virtudes
de mi fe
y las mujeres
tiemblan de miedo
apenas oyen
conversar
del Caburé.

Es en vano que me impidan
dragonear
a la que ha de pagar
el fuego de mi gran
pasión
de mi canción.
Y si algún malo
se ha de dar
el dique
de afrontar
a fuerza mi invencible fe,
toda la vida,
yo, le juro, ha de acordarse
de quien es El Caburé.",Carlos DI SARLI,Instrumental,,El Caburé (TANGO),https://www.el-recodo.com/music?id=02434&lang=en
